Date,Code,Name,Market,Close,sell_close,sell_date,return_pct,peak_180d,ret_180d,Score,Amount,chart_pattern
2023-09-04,002380,KCC,KOSPI,230000.0,301000.0,2024-06-03,30.869565217391305,42.3913043478261,30.869565217391305,51.79,17264490000.0,sideways
2023-09-05,004490,세방전지,KOSPI,63800.0,106600.0,2024-06-04,67.0846394984326,92.00626959247649,67.0846394984326,50.2,17923142600.0,new_high_240
2023-09-06,226950,올릭스,KOSDAQ,23750.0,14420.0,2024-06-05,-39.28421052631579,9.263157894736839,-39.28421052631579,61.36,100141803750.0,box_breakout
2023-09-07,089010,켐트로닉스,KOSDAQ,24200.0,30100.0,2024-06-07,24.380165289256194,52.27272727272727,24.380165289256194,47.95,26828241000.0,mixed
2023-09-11,005440,현대지에프홀딩스,KOSPI,3900.0,4315.0,2024-06-11,10.641025641025648,40.25641025641025,10.641025641025648,59.22,7474248600.0,box_breakout
2023-09-12,000155,두산우,KOSPI,81800.0,85500.0,2024-06-12,4.523227383863082,8.679706601466997,4.523227383863082,53.94,83318044400.0,new_high_240
2023-09-13,050890,쏠리드,KOSDAQ,5970.0,5610.0,2024-06-13,-6.030150753768848,26.800670016750416,-6.030150753768848,56.77,16707612150.0,V_recovery
2023-09-14,180640,한진칼,KOSPI,52500.0,72000.0,2024-06-14,37.142857142857146,66.47619047619047,37.142857142857146,66.99,14032305000.0,downtrend
2023-09-15,003160,디아이,KOSPI,8900.0,20650.0,2024-06-17,132.02247191011236,189.8876404494382,132.02247191011236,72.24,49879524900.0,sideways
2023-09-18,000120,CJ대한통운,KOSPI,85600.0,98600.0,2024-06-18,15.18691588785046,73.5981308411215,15.18691588785046,60.51,19311360000.0,mixed
2023-09-19,052400,코나아이,KOSDAQ,21750.0,15660.0,2024-06-19,-28.000000000000004,5.517241379310356,-28.000000000000004,76.71,26686532250.0,new_high_120
2023-09-20,037460,삼지전자,KOSDAQ,8640.0,8930.0,2024-06-20,3.356481481481488,9.606481481481488,3.356481481481488,49.45,28101591360.0,pullback_recovery
2023-09-22,285130,SK케미칼,KOSPI,64600.0,49450.0,2024-06-24,-23.452012383900932,14.705882352941169,-23.452012383900932,45.88,19215270000.0,downtrend
2023-09-25,112040,위메이드,KOSDAQ,38250.0,41150.0,2024-06-25,7.581699346405224,110.45751633986929,7.581699346405224,54.31,100418184000.0,downtrend
2023-09-26,000155,두산우,KOSPI,71300.0,85400.0,2024-06-26,19.77559607293127,24.684431977559605,19.77559607293127,55.31,24984233000.0,V_recovery
